question_id	exam_id	exam_title	exam_family	group_name	question_number	raw_topic	first_line	main_topic	subtopic	course_phase	question_form	question_form_title	primary_snippet_slug	primary_snippet_title	secondary_snippet_slugs	secondary_snippet_titles
trial-final-exam-solutions-introduction-to-python-3077951-q09	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	9	8-datetime-1	Take a look at the following code segment.	datetime	parsing-formatting	post-midterm	predict_output	Predict the output	datetime-strptime-strftime	strptime() and strftime()		
trial-final-exam-solutions-introduction-to-python-3077951-q10	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	10	8-datetime-2	Suppose that you want to write a function called day_of_year that takes a datetime value and returns the number of the day that the datetime value represents within the year. The return value is therefore always an integer between 1 and 366.	datetime	arithmetic-and-overlap	post-midterm	choose_working_code	Choose the code that works	datetime-timedelta-day-counts	timedelta and day counts		
trial-final-exam-solutions-introduction-to-python-3077951-q11	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	11	8-dict_comprehension-1	You have a list of strings called list_1, in which every element is unique.	dicts-and-comprehensions	comprehensions	post-midterm	choose_working_code	Choose the code that works	dict-comprehension-patterns	Dictionary comprehension patterns		
trial-final-exam-solutions-introduction-to-python-3077951-q12	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	12	8-list_comprehension-1	Suppose that you have a list of letters called list_1. Some letters are upper case, others are in lower case.	dicts-and-comprehensions	comprehensions	post-midterm	choose_working_code	Choose the code that works	list-comprehension-patterns	List comprehension patterns	case-and-capitalization	Case methods and capitalization
trial-final-exam-solutions-introduction-to-python-3077951-q13	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	13	Basic logic	Suppose you have three variables x, y, z as follows:	core-python	types-conditions	pre-midterm	predict_output	Predict the output	types-none-bool-equality	Types, None, bool, equality		
trial-final-exam-solutions-introduction-to-python-3077951-q14	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	14	Basic loop	You need to write a simple loop that iterates over the integers from 1 to 10, and in each iteration, prints the sum of the current and the previous number. In the first iteration, just take the previous number to be 0.	core-python	lists-loops	pre-midterm	choose_working_code	Choose the code that works	loop-templates	Loop templates		
trial-final-exam-solutions-introduction-to-python-3077951-q15	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	15	Basic scope	Executing the following program will produce an error. Why?	functions-and-scope	returns-scope	pre-midterm	explain_error_or_mismatch	Explain why a mismatch/error happens	local-vs-global-scope	Local vs global scope		
trial-final-exam-solutions-introduction-to-python-3077951-q16	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	16	List lambda	You already have a list named list_1 with 2 lambda functions as follows:	functions-and-scope	imports-lambda	pre-midterm	predict_output	Predict the output	higher-order-lambda	Higher-order functions and lambda		
trial-final-exam-solutions-introduction-to-python-3077951-q17	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	17	List logic	You have the following function called main:	core-python	types-conditions	pre-midterm	predict_output	Predict the output	types-none-bool-equality	Types, None, bool, equality	membership-and-condition-logic	Membership and condition logic
trial-final-exam-solutions-introduction-to-python-3077951-q18	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	18	List loop	How do you break a list into a list of lists, in which a sub-list consists of 3 values each?	core-python	lists-loops	pre-midterm	choose_working_code	Choose the code that works	slicing-patterns	Slicing patterns	list-selection-and-aggregation	List selection and aggregation
trial-final-exam-solutions-introduction-to-python-3077951-q19	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	19	trial-dictionary-1	You have to write a function called main that accepts a dictionary as an input argument. Both the keys and the values of the input are integers.	dicts-and-comprehensions	dicts	pre-midterm	choose_working_code	Choose the code that works	dict-running-totals-and-next-links	Running totals and next-link dictionaries	dict-build-count-aggregate	Build, count, and aggregate dictionaries
trial-final-exam-solutions-introduction-to-python-3077951-q20	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	20	trial-dictionary-2	What is the result of the following program?	dicts-and-comprehensions	dicts	pre-midterm	predict_output	Predict the output	dict-iteration-equality	Dictionary iteration and equality	zip-enumerate-core	zip() and enumerate() core patterns
trial-final-exam-solutions-introduction-to-python-3077951-q21	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	21	trial-dictionary-3	d1 = {1: 10, 2: 20, 3: 30, 4: 40}	dicts-and-comprehensions	dicts	pre-midterm	odd_one_out	Find the odd one out	dict-iteration-equality	Dictionary iteration and equality		
trial-final-exam-solutions-introduction-to-python-3077951-q22	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	22	trial-functions-1	You have the following string	strings	methods	post-midterm	choose_working_code	Choose the code that works	find-index-count	find(), index(), count()		
trial-final-exam-solutions-introduction-to-python-3077951-q23	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	23	trial-functions-2	Take a look at the following function definition.	functions-and-scope	imports-lambda	pre-midterm	choose_working_code	Choose the code that works	higher-order-lambda	Higher-order functions and lambda	args-and-kwargs	*args and **kwargs
trial-final-exam-solutions-introduction-to-python-3077951-q24	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	24	trial-functions-3	If you know the radius r of a circle and you want to calculate its area, you need the value of pi from the math package and apply the formula:	functions-and-scope	imports-lambda	pre-midterm	choose_nonworking_code	Choose the code that fails	imports-and-aliases	Imports and aliases		
